begin,end,participant,utterance,source,utterance_raw,language,corpus,duration,uid,nature,utterance_stripped,nwords,nchar,n,rank,freq,overlap,priorby,FTO,overlapped,talk_all,talk_rel,load,transitions,turns_all,turns_rel,participants,rank_perc,freq_perc
411872,412767,spreker1 [v] (TIE0),op 't vliegveld?,/dutch2/DVA13U,op 't vliegveld?,dutch,dutch2,895,dutch-04-349-411872,talk,op 't vliegveld?,3,16,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,8988,0.392968402314197,0.949202661315873,2,7,0.571428571428571,2,100,69
412353,412756,spreker2 [v] (TIE2),ja,/dutch2/DVA13U,ja,dutch,dutch2,403,dutch-04-350-412353,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-414,NA,9391,0.623895218826536,0.991762593726898,3,8,0.5,2,10,100
413804,415659,spreker1 [v] (TIE0),nou we waren wel om half vijf opgestaan,/dutch2/DVA13U,nou we waren wel om half vijf opgestaan,dutch,dutch2,1855,dutch-04-351-413804,talk,nou we waren wel om half vijf opgestaan,8,39,1,205,1.5556098217596995e-10,NA,other,1048,NA,10442,0.438900593755985,1.00830436461954,4,8,0.5,2,100,69
415659,417438,spreker1 [v] (TIE0),dus uh we hadden de trein van half zes,/dutch2/DVA13U,dus uh we hadden de trein van half zes,dutch,dutch2,1779,dutch-04-352-415659,talk,dus uh we hadden de trein van half zes,9,38,1,205,1.5556098217596995e-10,NA,self,NA,NA,9668,0.529375258585023,0.924725011956002,3,7,0.571428571428571,2,100,69
418147,420210,spreker2 [v] (TIE2),oké dus een uurtje van tevoren?,/dutch2/DVA13U,oké dus een uurtje van tevoren?,dutch,dutch2,2063,dutch-04-353-418147,talk,oké dus een uurtje van tevoren?,6,31,1,205,1.5556098217596995e-10,NA,other,709,overlapped,10007,0.488558009393425,0.869946970355559,4,7,0.428571428571429,2,100,69
419304,419741,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,437,dutch-04-354-419304,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-906,NA,8021,0.692557037775838,0.89851013778425,4,7,0.714285714285714,2,10,100
419959,420199,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,240,dutch-04-355-419959,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,self_during_other,-251,NA,8261,0.701488923859097,0.925394869497031,4,8,0.75,2,10,100
420996,421978,spreker1 [v] (TIE0),en uhm,/dutch2/DVA13U,en uhm,dutch,dutch2,982,dutch-04-356-420996,talk,en uhm,2,6,998,23,1.5524986021161806e-07,NA,self_during_other,786,NA,9243,0.733203505355404,0.864235624123422,4,9,0.777777777777778,2,19,82
422938,425514,spreker1 [v] (TIE0),nee toen toen ja we moesten nog even zoeken naar 't hotel want,/dutch2/DVA13U,nee toen toen ja we moesten nog even zoeken naar 't hotel want,dutch,dutch2,2576,dutch-04-357-422938,talk,nee toen toen ja we moesten nog even zoeken naar 't hotel want,13,62,1,205,1.5556098217596995e-10,NA,self,NA,NA,9932,0.792287555376561,0.848163962425278,2,7,0.857142857142857,2,100,69
426038,427282,spreker1 [v] (TIE0),'t was één van de twee weet je wel?,/dutch2/DVA13U,'t was één van de twee weet je wel?,dutch,dutch2,1244,dutch-04-358-426038,talk,'t was één van de twee weet je wel?,9,35,1,205,1.5556098217596995e-10,NA,self,NA,NA,7542,0.7264651286131,0.825615763546798,1,6,0.833333333333333,2,100,69
427282,427511,spreker1 [v] (TIE0),nou ja,/dutch2/DVA13U,nou ja,dutch,dutch2,229,dutch-04-359-427282,talk,nou ja,2,6,627,31,9.753673582433319e-8,NA,self,NA,NA,7771,0.734525801055205,0.829880392994447,1,7,0.857142857142857,2,20,81
427926,428744,spreker1 [v] (TIE0),dus toen hadden we de goeie,/dutch2/DVA13U,dus toen hadden we de goeie,dutch,dutch2,818,dutch-04-360-427926,talk,dus toen hadden we de goeie,6,27,1,205,1.5556098217596995e-10,NA,self,NA,NA,8589,0.759809058097567,0.810512409172407,1,8,0.875,2,100,69
429202,431872,spreker1 [v] (TIE0),en uh 't congres van luc begon al om tien uur,/dutch2/DVA13U,en uh 't congres van luc begon al om tien uur,dutch,dutch2,2670,dutch-04-361-429202,talk,en uh 't congres van luc begon al om tien uur,11,45,1,205,1.5556098217596995e-10,NA,self,NA,NA,9196,1,0.731699554423934,0,8,1,1,100,69
432833,434033,spreker2 [v] (TIE2),diezelfde dag al?,/dutch2/DVA13U,diezelfde dag al?,dutch,dutch2,1200,dutch-04-362-432833,talk,diezelfde dag al?,3,17,1,205,1.5556098217596995e-10,NA,other,961,overlapped,8737,0.137346915417191,0.787471834159531,1,6,0.166666666666667,2,100,69
433640,434033,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,393,dutch-04-363-433640,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,-393,NA,6554,0.816905706438816,0.819762351469669,2,6,0.833333333333333,2,10,100
434229,434600,spreker2 [v] (TIE2),joh,/dutch2/DVA13U,joh,dutch,dutch2,371,dutch-04-364-434229,talk,joh,1,3,31,175,4.822390447455069e-9,NA,other,196,NA,6925,0.226859205776173,0.808806353655688,3,7,0.285714285714286,2,25,76
434600,435648,spreker2 [v] (TIE2),vermoeiend voor hem,/dutch2/DVA13U,vermoeiend voor hem,dutch,dutch2,1048,dutch-04-365-434600,talk,vermoeiend voor hem,3,19,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,7973,0.328483632258874,0.829656607700312,3,8,0.375,2,100,69
435255,435615,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,360,dutch-04-366-435255,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-393,NA,8333,0.685707428297132,0.867117585848075,4,9,0.666666666666667,2,10,100
435615,436510,spreker1 [v] (TIE0),ja enorm ja,/dutch2/DVA13U,ja enorm ja,dutch,dutch2,895,dutch-04-367-435615,talk,ja enorm ja,3,11,2,204,3.111219643519399e-10,NA,self_during_other,-33,NA,9228,0.716189856957087,0.881207028265852,4,10,0.7,2,31,72
436859,439204,spreker1 [v] (TIE0),dus hij uh dus we hadden eventjes we mochten even in 't,/dutch2/DVA13U,dus hij uh dus we hadden eventjes we mochten even in 't,dutch,dutch2,2345,dutch-04-368-436859,talk,dus hij uh dus we hadden eventjes we mochten even in 't,12,55,1,205,1.5556098217596995e-10,NA,self,NA,NA,10329,0.74644205634621,0.866381479617514,4,10,0.7,2,100,69
439204,440120,spreker1 [v] (TIE0),hotel ontbijten,/dutch2/DVA13U,hotel ontbijten,dutch,dutch2,916,dutch-04-369-439204,talk,hotel ontbijten,2,15,1,205,1.5556098217596995e-10,NA,self,NA,NA,7528,0.652098831030818,1.03307259503225,3,8,0.625,2,100,69
440120,440971,spreker1 [v] (TIE0),lastige was dat we de,/dutch2/DVA13U,lastige was dat we de,dutch,dutch2,851,dutch-04-370-440120,talk,lastige was dat we de,5,21,1,205,1.5556098217596995e-10,NA,self,NA,NA,8379,0.687432867883996,1.02961415581224,3,9,0.666666666666667,2,100,69
441190,442707,spreker1 [v] (TIE0),koffers niet op de kamer konden zetten,/dutch2/DVA13U,koffers niet op de kamer konden zetten,dutch,dutch2,1517,dutch-04-371-441190,talk,koffers niet op de kamer konden zetten,7,38,1,205,1.5556098217596995e-10,NA,self,NA,NA,9896,0.73534761519806,1.00222807372899,3,10,0.7,2,100,69
442707,443711,spreker1 [v] (TIE0),want we waren natuurlijk zo vroeg,/dutch2/DVA13U,want we waren natuurlijk zo vroeg,dutch,dutch2,1004,dutch-04-372-442707,talk,want we waren natuurlijk zo vroeg,6,33,1,205,1.5556098217596995e-10,NA,self,NA,NA,10900,0.759724770642202,1.00202243059386,3,11,0.727272727272727,2,100,69
443711,445577,spreker1 [v] (TIE0),die kamers waren nog niet uh nog niet vrij,/dutch2/DVA13U,die kamers waren nog niet uh nog niet vrij,dutch,dutch2,1866,dutch-04-373-443711,talk,die kamers waren nog niet uh nog niet vrij,9,42,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,11173,0.872997404457174,0.984578780401833,1,10,0.8,2,100,69
445217,445577,spreker2 [v] (TIE2),ja,/dutch2/DVA13U,ja,dutch,dutch2,360,dutch-04-374-445217,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,-360,NA,10114,0.0355942258255883,0.979848866498741,1,9,0.111111111111111,2,10,100
446494,448862,spreker1 [v] (TIE0),dus uhm we hadden even gegeten nou even spullen,/dutch2/DVA13U,dus uhm we hadden even gegeten nou even spullen,dutch,dutch2,2368,dutch-04-375-446494,talk,dus uhm we hadden even gegeten nou even spullen,9,47,1,205,1.5556098217596995e-10,NA,other,917,NA,11227,0.96793444375167,0.935349495959343,2,8,0.875,2,100,69
449069,451481,spreker1 [v] (TIE0),uit de koffers gehaald en dingen d'r in en nou ja weet ik veel,/dutch2/DVA13U,uit de koffers gehaald en dingen d'r in en nou ja weet ik veel,dutch,dutch2,2412,dutch-04-376-449069,talk,uit de koffers gehaald en dingen d'r in en nou ja weet ik veel,14,62,1,205,1.5556098217596995e-10,NA,self,NA,NA,11294,0.968124667965291,0.919931579376069,2,8,0.875,2,100,69
451896,453433.99999999994,spreker1 [v] (TIE0),toen heb ik luc naar 't uhm,/dutch2/DVA13U,toen heb ik luc naar 't uhm,dutch,dutch2,1537.9999999999418,dutch-04-377-451896,talk,toen heb ik luc naar 't uhm,7,27,1,205,1.5556098217596995e-10,NA,self,NA,NA,9547,0.962291819419713,0.889997203318728,2,6,0.833333333333333,2,100,69
453893,455191.00000000006,spreker1 [v] (TIE0),naar de universiteit gebracht,/dutch2/DVA13U,naar de universiteit gebracht,dutch,dutch2,1298.0000000000582,dutch-04-378-453893,talk,naar de universiteit gebracht,4,29,1,205,1.5556098217596995e-10,NA,self,NA,NA,7975,0.954858934169279,0.799578905153399,1,5,0.8,2,100,69
455661,456829,spreker1 [v] (TIE0),en toen ben 'k zelf de stad in gegaan,/dutch2/DVA13U,en toen ben 'k zelf de stad in gegaan,dutch,dutch2,1168,dutch-04-379-455661,talk,en toen ben 'k zelf de stad in gegaan,9,37,1,205,1.5556098217596995e-10,NA,self,NA,NA,8783,1,0.849830672472182,0,5,1,1,100,69
456829,458651,spreker1 [v] (TIE0),toen heb ik eerst even de highlights*v gedaan,/dutch2/DVA13U,toen heb ik eerst even de highlights*v gedaan,dutch,dutch2,1822,dutch-04-380-456829,talk,toen heb ik eerst even de highlights*v gedaan,8,45,1,205,1.5556098217596995e-10,NA,self,NA,NA,8237,1,0.859632644541849,0,5,1,1,100,69
458651,459895,spreker1 [v] (TIE0),dus buckingham palace,/dutch2/DVA13U,dus buckingham palace,dutch,dutch2,1244,dutch-04-381-458651,talk,dus buckingham palace,3,21,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,9481,1,0.875762054313689,0,6,1,1,100,69
458903,459295,spreker2 [v] (TIE2),[laugh],/dutch2/DVA13U,ggg,dutch,dutch2,392,dutch-04-382-458903,laugh,NA,NA,NA,NA,NA,NA,full,other,-992,NA,9873,0.0397042438974982,0.91197118049141,1,7,0.142857142857143,2,NA,NA
459786,460375,spreker2 [v] (TIE2),in je eentje?,/dutch2/DVA13U,in je eentje?,dutch,dutch2,589,dutch-04-383-459786,talk,in je eentje?,3,13,1,205,1.5556098217596995e-10,NA,self_during_other,-109,NA,8050,0.121863354037267,0.949404410897511,1,7,0.285714285714286,2,100,69
460375,461270,spreker2 [v] (TIE2),[laugh],/dutch2/DVA13U,ggg,dutch,dutch2,895,dutch-04-384-460375,laugh,NA,NA,NA,NA,NA,NA,NA,self,NA,overlapped,8945,0.209726103968698,0.954235118412631,1,8,0.375,2,NA,NA
460506,461161,spreker1 [v] (TIE0),in m'n eentje,/dutch2/DVA13U,in m'n eentje,dutch,dutch2,655,dutch-04-385-460506,talk,in m'n eentje,3,13,2,204,3.111219643519399e-10,full,other,131,NA,9600,0.804583333333333,1.02410923831875,2,9,0.666666666666667,2,31,72
461161,463180,spreker1 [v] (TIE0),uh buckingham palace uh,/dutch2/DVA13U,uh buckingham palace uh,dutch,dutch2,2019,dutch-04-386-461161,talk,uh buckingham palace uh,4,23,1,205,1.5556098217596995e-10,NA,self_during_other,-109,NA,11619,0.838540321886565,1.0296880538816,2,10,0.7,2,100,69
463558,464475,spreker1 [v] (TIE0),die die uh,/dutch2/DVA13U,die die uh,dutch,dutch2,917,dutch-04-387-463558,talk,die die uh,3,10,9,197,1.4000488395837298e-9,NA,self,NA,NA,10999,0.829439039912719,1.03940653940654,2,10,0.7,2,27,74
464649,466712,spreker1 [v] (TIE0),uh westminster abbey  en uhm,/dutch2/DVA13U,uh westminster abbey  en uhm,dutch,dutch2,2063,dutch-04-388-464649,talk,uh westminster abbey en uhm,5,27,1,205,1.5556098217596995e-10,NA,self,NA,NA,11764,0.84053043182591,1.06451904804995,2,10,0.7,2,100,69
467476,467978,spreker1 [v] (TIE0),uh de,/dutch2/DVA13U,uh de,dutch,dutch2,502,dutch-04-389-467476,talk,uh de,2,5,19,187,2.9556586613434293e-9,NA,self,NA,NA,9276,0.797757654161276,0.994532003859762,2,9,0.666666666666667,2,26,76
468163,470117,spreker1 [v] (TIE0),parlement*f house*v of*v parlement*f met de big ben,/dutch2/DVA13U,parlement*f house*v of*v parlement*f met de big ben,dutch,dutch2,1954,dutch-04-390-468163,talk,parlement*f house*v of*v parlement*f met de big ben,8,51,1,205,1.5556098217596995e-10,NA,self,NA,NA,11230,0.832947462154942,0.979417407988837,2,10,0.7,2,100,69
470533,471166,spreker2 [v] (TIE2),even iets heel anders,/dutch2/DVA13U,even iets heel anders,dutch,dutch2,633,dutch-04-391-470533,talk,even iets heel anders,4,21,1,205,1.5556098217596995e-10,NA,other,416,NA,8088,0.0782640949554896,0.808395802098951,1,6,0.166666666666667,2,100,69
471166,473796,spreker2 [v] (TIE2),wat voor highlights*v zijn d'r eigenlijk in newcastle waar we volgende week heengaan?,/dutch2/DVA13U,wat voor highlights*v zijn d'r eigenlijk in newcastle waar we volgende week heengaan?,dutch,dutch2,2630,dutch-04-392-471166,talk,wat voor highlights*v zijn d'r eigenlijk in newcastle waar we volgende week heengaan?,13,85,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,8699,0.375100586274284,0.849677671420199,1,6,0.333333333333333,2,100,69
473294,473644,spreker1 [v] (TIE0),geen,/dutch2/DVA13U,geen,dutch,dutch2,350,dutch-04-393-473294,talk,geen,1,4,11,195,1.7111708039356696e-9,full,other,-502,NA,9049,0.63940766935573,0.88386403594452,2,7,0.714285714285714,2,26,75
474091,474920,spreker2 [v] (TIE2),nee oké goed,/dutch2/DVA13U,nee oké goed,dutch,dutch2,829,dutch-04-394-474091,talk,nee oké goed,3,12,1,205,1.5556098217596995e-10,NA,other,447,overlapped,8961,0.456645463675929,0.87245643072729,3,7,0.428571428571429,2,100,69
474604,474877,spreker1 [v] (TIE0),nee,/dutch2/DVA13U,nee,dutch,dutch2,273,dutch-04-395-474604,talk,nee,1,3,9041,2,1.4064268398529449e-6,full,other,-316,NA,9234,0.55685510071475,0.89903612111771,4,8,0.625,2,11,91
474920,475346,spreker2 [v] (TIE2),ga verder,/dutch2/DVA13U,ga verder,dutch,dutch2,426,dutch-04-396-474920,talk,ga verder,2,9,2,204,3.111219643519399e-10,NA,other,43,overlapped,7597,0.594708437541135,0.965311308767471,5,8,0.5,2,31,72
475237,475881,spreker1 [v] (TIE0),[laugh],/dutch2/DVA13U,ggg,dutch,dutch2,644,dutch-04-397-475237,laugh,NA,NA,NA,NA,NA,NA,partial,other,-109,overlapped,8241,0.451765562431744,0.980487804878049,6,9,0.555555555555556,2,NA,NA
475346,476186,spreker2 [v] (TIE2),ja [laugh],/dutch2/DVA13U,ja ggg,dutch,dutch2,840,dutch-04-398-475346,talk,ja,1,2,77862,1,1.2112289194185375e-5,partial,other,469,NA,9081,0.590023125206475,1.04259471871412,7,10,0.5,2,10,100
476207.99999999994,477518,spreker1 [v] (TIE0),je hebt er zo'n brug geloof ik,/dutch2/DVA13U,je hebt er zo'n brug geloof ik,dutch,dutch2,1310.0000000000582,dutch-04-399-476208,talk,je hebt er zo'n brug geloof ik,7,30,1,205,1.5556098217596995e-10,NA,other,21.999999999941792,overlapped,10391,0.484361466653835,1.03475403306114,8,11,0.545454545454545,2,100,69
476797,478020,spreker2 [v] (TIE2),[laugh] ja,/dutch2/DVA13U,ggg ja,dutch,dutch2,1223,dutch-04-400-476797,talk,ja,1,2,77862,1,1.2112289194185375e-5,partial,other,-721,overlapped,11614,0.566643705872223,1.10147951441578,9,12,0.5,2,10,100
477518,479296,spreker1 [v] (TIE0),je hebt er zo'n brug maar d*a echt uh,/dutch2/DVA13U,je hebt er zo'n brug maar d*a echt uh,dutch,dutch2,1778,dutch-04-401-477518,talk,je hebt er zo'n brug maar d*a echt uh,9,37,1,205,1.5556098217596995e-10,partial,other,-502,NA,12890,0.48944918541505,1.15781909638013,10,12,0.5,2,100,69
479384,479762,spreker2 [v] (TIE2),oké,/dutch2/DVA13U,oké,dutch,dutch2,378,dutch-04-402-479384,talk,oké,1,3,89,124,1.3844927413661329e-8,NA,other,88,NA,11314,0.615078663602616,1.22591830100769,10,12,0.583333333333333,2,23,78
479762,480755,spreker1 [v] (TIE0),kan me d'r niks meer van herinner*a,/dutch2/DVA13U,kan me d'r niks meer van herinner*a,dutch,dutch2,993,dutch-04-403-479762,talk,kan me d'r niks meer van herinner*a,7,35,1,205,1.5556098217596995e-10,NA,other,0,NA,12307,0.434549443406192,1.20397182547447,11,13,0.461538461538462,2,100,69
481268,482556,spreker1 [v] (TIE0),en uhm,/dutch2/DVA13U,en uhm,dutch,dutch2,1288,dutch-04-404-481268,talk,en uhm,2,6,998,23,1.5524986021161806e-07,NA,self,NA,NA,10332,0.642276422764228,1.11552580436191,10,12,0.583333333333333,2,19,82
483188,484094,spreker1 [v] (TIE0),toen was ik weer,/dutch2/DVA13U,toen was ik weer,dutch,dutch2,906,dutch-04-405-483188,talk,toen was ik weer,4,16,1,205,1.5556098217596995e-10,NA,self,NA,NA,11238,0.671115856914042,1.04055555555556,10,13,0.615384615384615,2,100,69
484280,486661,spreker1 [v] (TIE0),terug gegaan naar 't hotel om een uur of half twee,/dutch2/DVA13U,terug gegaan naar 't hotel om een uur of half twee,dutch,dutch2,2381,dutch-04-406-484280,talk,terug gegaan naar 't hotel om een uur of half twee,11,50,1,205,1.5556098217596995e-10,NA,self,NA,NA,12440,0.769533762057878,1.03176577921539,8,12,0.666666666666667,2,100,69
486661,488636,spreker1 [v] (TIE0),want luc zou eventjes in zijn lunchpauze komen,/dutch2/DVA13U,want luc zou eventjes in zijn lunchpauze komen,dutch,dutch2,1975,dutch-04-407-486661,talk,want luc zou eventjes in zijn lunchpauze komen,8,46,1,205,1.5556098217596995e-10,NA,self,NA,NA,10922,0.85341512543490206,0.922544133795084,3,8,0.75,2,100,69
489400,490422,spreker1 [v] (TIE0),en toen dacht ik van,/dutch2/DVA13U,en toen dacht ik van,dutch,dutch2,1022,dutch-04-408-489400,talk,en toen dacht ik van,5,20,2,204,3.111219643519399e-10,NA,self,NA,overlapped,8565,1,0.803470919324578,0,6,1,1,31,72
489757,491175,spreker2 [v] (TIE2),voor die koffers ook en zo?,/dutch2/DVA13U,voor die koffers ook en zo?,dutch,dutch2,1418,dutch-04-409-489757,talk,voor die koffers ook en zo?,6,27,1,205,1.5556098217596995e-10,partial,other,-665,overlapped,9983,0.14204147049985,0.874704284587751,1,7,0.142857142857143,2,100,69
490913,491175,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,262,dutch-04-410-490913,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,-262,NA,9252,0.846735840899265,0.933885131725043,2,7,0.857142857142857,2,10,100
491175,492801,spreker1 [v] (TIE0),om die koffers op de kamer te zetten dit en dat,/dutch2/DVA13U,om die koffers op de kamer te zetten dit en dat,dutch,dutch2,1626,dutch-04-411-491175,talk,om die koffers op de kamer te zetten dit en dat,11,47,1,205,1.5556098217596995e-10,NA,self,NA,NA,11162,0.84751836588425,0.967831440215035,3,9,0.777777777777778,2,100,69
491175,491459,spreker2 [v] (TIE2),ja,/dutch2/DVA13U,ja,dutch,dutch2,284,dutch-04-412-491175,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,0,NA,11162,0.15248163411575,0.967831440215035,3,9,0.222222222222222,2,10,100
493107,494951,spreker1 [v] (TIE0),en toen dacht ik van nou ik ga eventjes uh,/dutch2/DVA13U,en toen dacht ik van nou ik ga eventjes uh,dutch,dutch2,1844,dutch-04-413-493107,talk,en toen dacht ik van nou ik ga eventjes uh,10,42,1,205,1.5556098217596995e-10,NA,other,1648,NA,11718,0.854753370882403,0.996174445294568,4,9,0.777777777777778,2,100,69
495202,496457,spreker1 [v] (TIE0),we gaan even in bed liggen,/dutch2/DVA13U,we gaan even in bed liggen,dutch,dutch2,1255,dutch-04-414-495202,talk,we gaan even in bed liggen,6,26,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,9686,0.824282469543671,0.988770926908942,4,8,0.75,2,100,69
496304,497658,spreker2 [v] (TIE2),[laugh] uh uh,/dutch2/DVA13U,ggg uh uh,dutch,dutch2,1354,dutch-04-415-496304,talk,uh uh,2,5,67,141,1.0422585805789988e-8,partial,other,-153,overlapped,11040,0.276811594202899,1.00391015731563,5,9,0.333333333333333,2,24,78
497308,499277,spreker1 [v] (TIE0),toen waren we toch even twee uurtjes in slaap gevallen,/dutch2/DVA13U,toen waren we toch even twee uurtjes in slaap gevallen,dutch,dutch2,1969,dutch-04-416-497308,talk,toen waren we toch even twee uurtjes in slaap gevallen,10,54,1,205,1.5556098217596995e-10,partial,other,-350,overlapped,11034,0.723037882907377,1.11714083223651,6,9,0.666666666666667,2,100,69
499179,499485,spreker2 [v] (TIE2),ja,/dutch2/DVA13U,ja,dutch,dutch2,306,dutch-04-417-499179,talk,ja,1,2,77862,1,1.2112289194185375e-5,partial,other,-98,overlapped,11340,0.29647266313933,1.12444224095191,7,10,0.4,2,10,100
499277,501132,spreker1 [v] (TIE0),dat was ook wel goed want we waren redelijk geradbraakt,/dutch2/DVA13U,dat was ook wel goed want we waren redelijk geradbraakt,dutch,dutch2,1855,dutch-04-418-499277,talk,dat was ook wel goed want we waren redelijk geradbraakt,10,55,1,205,1.5556098217596995e-10,partial,other,1619,NA,13195,0.745206517620311,1.12470167064439,8,11,0.636363636363636,2,100,69
501558,502573,spreker1 [v] (TIE0),toen luc weer terug naar,/dutch2/DVA13U,toen luc weer terug naar,dutch,dutch2,1015,dutch-04-419-501558,talk,toen luc weer terug naar,5,24,1,205,1.5556098217596995e-10,NA,self,NA,NA,9598,0.82704730152115,1.01394464398901,4,7,0.714285714285714,2,100,69
502573,504210,spreker1 [v] (TIE0),oh ja toen ging luc weer terug naar 't congres,/dutch2/DVA13U,oh ja toen ging luc weer terug naar 't congres,dutch,dutch2,1637,dutch-04-420-502573,talk,oh ja toen ging luc weer terug naar 't congres,10,46,1,205,1.5556098217596995e-10,NA,self,NA,NA,11235,0.852247441032488,1.01188867873548,4,8,0.75,2,100,69
504712,506294,spreker1 [v] (TIE0),en toen was ik ook eventjes mee gegaan,/dutch2/DVA13U,en toen was ik ook eventjes mee gegaan,dutch,dutch2,1582,dutch-04-421-504712,talk,en toen was ik ook eventjes mee gegaan,8,38,1,205,1.5556098217596995e-10,NA,self,NA,NA,10973,0.848719584434521,0.989271547060945,4,8,0.75,2,100,69
507098,508735,spreker1 [v] (TIE0),heb 'k ook nog even wat praatjes gevolgd nou,/dutch2/DVA13U,heb 'k ook nog even wat praatjes gevolgd nou,dutch,dutch2,1637,dutch-04-422-507098,talk,heb 'k ook nog even wat praatjes gevolgd nou,9,44,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10001,0.969403059694031,0.875207841078148,2,7,0.857142857142857,2,100,69
508375,510874,spreker2 [v] (TIE2),[laugh] gewoon naar binnen gesneakt [laugh],/dutch2/DVA13U,ggg gewoon naar binnen gesneakt ggg,dutch,dutch2,2499,dutch-04-423-508375,talk,gewoon naar binnen gesneakt,4,27,1,205,1.5556098217596995e-10,partial,other,-360,overlapped,10531,0.26635647137024,0.9004702864472,2,7,0.285714285714286,2,100,69
510012,510535,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,523,dutch-04-424-510012,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-862,NA,8893,0.718992465984482,0.954594246457707,2,6,0.833333333333333,2,10,100
511016,512380,spreker1 [v] (TIE0),snapte d'r geen hout van natuurlijk,/dutch2/DVA13U,snapte d'r geen hout van natuurlijk,dutch,dutch2,1364,dutch-04-425-511016,talk,snapte d'r geen hout van natuurlijk,6,35,1,205,1.5556098217596995e-10,NA,self_during_other,142,NA,10257,0.75636150921322,0.947791535760488,2,7,0.857142857142857,2,100,69
512816.00000000006,514900.99999999994,spreker1 [v] (TIE0),nou en daarna zijn we gezellig samen gaan uh,/dutch2/DVA13U,nou en daarna zijn we gezellig samen gaan uh,dutch,dutch2,2084.9999999998836,dutch-04-426-512816,talk,nou en daarna zijn we gezellig samen gaan uh,9,44,1,205,1.5556098217596995e-10,NA,self,NA,NA,9689,0.742078645887088,0.950927470801845,2,6,0.833333333333333,2,100,69
514900.99999999994,517258.00000000006,spreker1 [v] (TIE0),gaan eten en uh nog even 's avonds door de stad gelopen,/dutch2/DVA13U,gaan eten en uh nog even 's avonds door de stad gelopen,dutch,dutch2,2357.0000000001164,dutch-04-427-514901,talk,gaan eten en uh nog even 's avonds door de stad gelopen,12,55,1,205,1.5556098217596995e-10,NA,self,NA,NA,10464,0.761181192660551,1.02992125984252,2,6,0.833333333333333,2,100,69
517727,519441.00000000006,spreker1 [v] (TIE0),volgende dag had 'k met louise afgesproken,/dutch2/DVA13U,volgende dag had 'k met louise afgesproken,dutch,dutch2,1714.0000000000582,dutch-04-428-517727,talk,volgende dag had 'k met louise afgesproken,7,42,1,205,1.5556098217596995e-10,NA,self,NA,NA,10541,0.762925718622522,0.952557382974878,1,6,0.833333333333333,2,100,69
520445.00000000006,521514,spreker1 [v] (TIE0),en uhm,/dutch2/DVA13U,en uhm,dutch,dutch2,1068.9999999999418,dutch-04-429-520445,talk,en uhm,2,6,998,23,1.5524986021161806e-07,NA,self,NA,NA,8587,1,0.817965326728901,0,5,1,1,19,82
521885,523162.00000000006,spreker2 [v] (TIE2),en luc ging naar z'n congres,/dutch2/DVA13U,en luc ging naar z'n congres,dutch,dutch2,1277.0000000000582,dutch-04-430-521885,talk,en luc ging naar z'n congres,6,28,1,205,1.5556098217596995e-10,NA,other,371,overlapped,8500,0.150235294117647,0.8215735549971,1,5,0.2,2,100,69
522900,524144,spreker1 [v] (TIE0),luc ging ook weer naar 't congres,/dutch2/DVA13U,luc ging ook weer naar 't congres,dutch,dutch2,1244,dutch-04-431-522900,talk,luc ging ook weer naar 't congres,7,33,1,205,1.5556098217596995e-10,partial,other,-262.0000000000582,NA,7660,0.833289817232376,0.828735259115006,2,5,0.8,2,100,69
524144,524730,spreker1 [v] (TIE0),en nou ja,/dutch2/DVA13U,en nou ja,dutch,dutch2,586,dutch-04-432-524144,talk,en nou ja,3,9,4,202,6.222439287038799e-10,NA,self,NA,NA,8246,0.845137036138734,0.838945976192899,2,6,0.833333333333333,2,29,73
525188,526618,spreker2 [v] (TIE2),hij moest toch zelf ook 'n praatje houden?,/dutch2/DVA13U,hij moest toch zelf ook 'n praatje houden?,dutch,dutch2,1430,dutch-04-433-525188,talk,hij moest toch zelf ook 'n praatje houden?,8,42,1,205,1.5556098217596995e-10,NA,other,458,overlapped,7319,0.36985927039213,0.823191991901923,3,6,0.333333333333333,2,100,69
